,s1,s2,s3,s4,s5,total,obtained,percentage,grade
47036,34,35,36,37,35,500,177,35.4,F
47037,38,37,33,37,38,500,183,36.6,F
47038,37,36,37,38,33,500,181,36.199999999999996,F
47039,36,38,34,37,38,500,183,36.6,F
47040,38,37,35,36,36,500,182,36.4,F
47041,33,34,36,37,36,500,176,35.199999999999996,F
47042,34,34,34,36,36,500,174,34.8,F
47043,35,38,38,33,34,500,178,35.6,F
47044,35,35,38,36,33,500,177,35.4,F
47045,35,35,34,34,34,500,172,34.4,F
47046,33,33,33,37,33,500,169,33.800000000000004,F
47047,34,35,38,33,37,500,177,35.4,F
47048,36,35,38,34,36,500,179,35.8,F
47049,37,35,33,38,38,500,181,36.199999999999996,F
47050,33,34,34,37,36,500,174,34.8,F
47051,38,35,38,33,34,500,178,35.6,F
47052,35,35,33,35,34,500,172,34.4,F
47053,38,33,36,36,36,500,179,35.8,F
47054,38,37,36,37,37,500,185,37.0,F
47055,34,33,38,38,35,500,178,35.6,F
47056,38,33,35,33,36,500,175,35.0,F
47057,37,35,36,35,38,500,181,36.199999999999996,F
47058,38,34,33,33,35,500,173,34.599999999999994,F
47059,33,33,33,34,36,500,169,33.800000000000004,F
47060,37,36,37,36,34,500,180,36.0,F
47061,37,38,37,33,34,500,179,35.8,F
47062,38,34,35,36,35,500,178,35.6,F
47063,33,37,37,37,33,500,177,35.4,F
47064,35,37,33,34,33,500,172,34.4,F
47065,33,38,35,36,34,500,176,35.199999999999996,F
47066,34,38,36,36,37,500,181,36.199999999999996,F
47067,35,33,36,36,35,500,175,35.0,F
47068,36,34,35,35,35,500,175,35.0,F
47069,33,33,38,35,36,500,175,35.0,F
47070,33,34,37,35,33,500,172,34.4,F
47071,37,35,37,33,38,500,180,36.0,F
47072,37,38,33,33,33,500,174,34.8,F
47073,37,38,37,33,37,500,182,36.4,F
47074,34,34,38,33,33,500,172,34.4,F
47075,33,34,35,34,38,500,174,34.8,F
47076,36,38,35,35,33,500,177,35.4,F
47077,38,37,37,34,34,500,180,36.0,F
47078,37,37,37,34,37,500,182,36.4,F
47079,38,33,33,33,37,500,174,34.8,F
47080,36,35,33,34,36,500,174,34.8,F
47081,36,37,33,33,34,500,173,34.599999999999994,F
47082,36,38,35,34,35,500,178,35.6,F
47083,35,35,38,36,33,500,177,35.4,F
47084,34,36,35,37,35,500,177,35.4,F
47085,38,36,33,37,33,500,177,35.4,F
47086,37,33,38,35,38,500,181,36.199999999999996,F
47087,37,34,34,34,38,500,177,35.4,F
47088,35,33,38,33,34,500,173,34.599999999999994,F
47089,36,33,35,38,33,500,175,35.0,F
47090,38,38,34,35,35,500,180,36.0,F
47091,34,34,38,36,38,500,180,36.0,F
47092,35,37,34,36,36,500,178,35.6,F
47093,37,37,35,34,37,500,180,36.0,F
47094,35,33,38,36,37,500,179,35.8,F
47095,37,34,38,37,36,500,182,36.4,F
47096,34,33,34,35,33,500,169,33.800000000000004,F
47097,35,37,37,35,37,500,181,36.199999999999996,F
47098,34,34,35,37,38,500,178,35.6,F
47099,35,33,33,35,38,500,174,34.8,F
47100,34,36,35,33,37,500,175,35.0,F
47101,37,37,35,35,37,500,181,36.199999999999996,F
47102,33,38,37,34,35,500,177,35.4,F
47103,33,33,34,36,33,500,169,33.800000000000004,F
47104,33,33,35,34,33,500,168,33.6,F
47105,33,34,36,38,36,500,177,35.4,F
47106,35,36,38,34,36,500,179,35.8,F
47107,33,37,38,38,33,500,179,35.8,F
47108,34,38,34,33,35,500,174,34.8,F
47109,35,36,37,36,38,500,182,36.4,F
47110,38,34,33,33,35,500,173,34.599999999999994,F
47111,33,37,33,35,33,500,171,34.2,F
47112,38,35,33,38,38,500,182,36.4,F
47113,33,33,37,33,36,500,172,34.4,F
47114,37,34,35,34,34,500,174,34.8,F
47115,37,34,36,35,37,500,179,35.8,F
47116,37,38,36,38,34,500,183,36.6,F
47117,34,33,33,37,37,500,174,34.8,F
47118,38,38,35,34,35,500,180,36.0,F
47119,36,36,35,37,34,500,178,35.6,F
47120,34,37,34,36,35,500,176,35.199999999999996,F
47121,36,34,38,33,35,500,176,35.199999999999996,F
47122,36,34,35,36,37,500,178,35.6,F
47123,34,35,36,33,35,500,173,34.599999999999994,F
47124,35,37,37,38,33,500,180,36.0,F
47125,33,35,35,36,38,500,177,35.4,F
47126,38,36,35,33,37,500,179,35.8,F
47127,36,38,38,35,38,500,185,37.0,F
47128,38,37,35,38,35,500,183,36.6,F
47129,35,35,34,34,34,500,172,34.4,F
47130,35,37,33,33,34,500,172,34.4,F
47131,36,33,33,33,36,500,171,34.2,F
47132,37,34,34,35,36,500,176,35.199999999999996,F
47133,35,35,38,33,33,500,174,34.8,F
47134,35,33,34,37,35,500,174,34.8,F
47135,36,33,34,36,36,500,175,35.0,F
47136,37,37,33,33,34,500,174,34.8,F
47137,35,38,33,33,34,500,173,34.599999999999994,F
47138,34,36,34,35,34,500,173,34.599999999999994,F
47139,33,33,35,36,35,500,172,34.4,F
47140,35,38,34,34,34,500,175,35.0,F
47141,33,36,35,36,38,500,178,35.6,F
47142,33,34,37,35,35,500,174,34.8,F
47143,36,34,37,38,34,500,179,35.8,F
47144,34,35,36,36,36,500,177,35.4,F
47145,35,34,34,36,38,500,177,35.4,F
47146,36,35,34,37,36,500,178,35.6,F
47147,36,38,36,33,33,500,176,35.199999999999996,F
47148,38,35,34,33,33,500,173,34.599999999999994,F
47149,35,37,34,34,36,500,176,35.199999999999996,F
47150,38,35,37,33,36,500,179,35.8,F
47151,35,36,37,34,37,500,179,35.8,F
47152,33,33,36,36,37,500,175,35.0,F
47153,37,36,33,33,33,500,172,34.4,F
47154,37,37,38,36,33,500,181,36.199999999999996,F
47155,36,33,34,35,36,500,174,34.8,F
47156,34,37,38,37,33,500,179,35.8,F
47157,33,34,38,35,38,500,178,35.6,F
47158,34,37,36,37,34,500,178,35.6,F
47159,38,36,38,33,38,500,183,36.6,F
47160,34,37,36,37,37,500,181,36.199999999999996,F
47161,35,38,33,37,36,500,179,35.8,F
47162,36,35,38,34,37,500,180,36.0,F
47163,34,37,34,35,37,500,177,35.4,F
47164,37,38,37,36,36,500,184,36.8,F
47165,34,33,37,37,33,500,174,34.8,F
47166,37,37,34,38,34,500,180,36.0,F
47167,36,38,35,36,36,500,181,36.199999999999996,F
47168,35,37,37,33,35,500,177,35.4,F
47169,36,34,35,35,36,500,176,35.199999999999996,F
47170,33,34,37,36,34,500,174,34.8,F
47171,35,37,36,38,38,500,184,36.8,F
47172,36,34,33,35,38,500,176,35.199999999999996,F
47173,38,36,38,34,34,500,180,36.0,F
47174,36,34,38,34,37,500,179,35.8,F
47175,34,33,38,35,37,500,177,35.4,F
47176,38,37,34,33,38,500,180,36.0,F
47177,35,34,33,33,33,500,168,33.6,F
47178,37,38,37,36,35,500,183,36.6,F
47179,38,34,34,36,34,500,176,35.199999999999996,F
47180,33,38,35,36,35,500,177,35.4,F
47181,36,37,36,37,33,500,179,35.8,F
47182,34,33,36,38,35,500,176,35.199999999999996,F
47183,36,33,35,36,36,500,176,35.199999999999996,F
47184,36,36,33,37,35,500,177,35.4,F
47185,38,38,36,35,34,500,181,36.199999999999996,F
47186,35,34,37,37,36,500,179,35.8,F
47187,38,37,35,37,38,500,185,37.0,F
47188,36,36,38,36,34,500,180,36.0,F
47189,33,34,33,34,33,500,167,33.4,F
47190,36,33,35,34,35,500,173,34.599999999999994,F
47191,35,38,33,38,33,500,177,35.4,F
47192,37,37,35,34,36,500,179,35.8,F
47193,37,33,37,36,34,500,177,35.4,F
47194,36,35,38,34,38,500,181,36.199999999999996,F
47195,34,35,35,36,35,500,175,35.0,F
47196,35,33,35,36,35,500,174,34.8,F
47197,33,38,36,36,33,500,176,35.199999999999996,F
47198,38,33,34,33,38,500,176,35.199999999999996,F
47199,34,33,33,34,35,500,169,33.800000000000004,F
47200,36,38,37,34,35,500,180,36.0,F
47201,37,37,34,37,33,500,178,35.6,F
47202,35,35,37,33,36,500,176,35.199999999999996,F
47203,33,37,36,37,38,500,181,36.199999999999996,F
47204,35,35,34,38,33,500,175,35.0,F
47205,36,38,38,33,37,500,182,36.4,F
47206,35,35,34,35,34,500,173,34.599999999999994,F
47207,34,36,35,38,35,500,178,35.6,F
47208,34,36,37,35,37,500,179,35.8,F
47209,38,37,36,35,33,500,179,35.8,F
47210,38,38,38,36,33,500,183,36.6,F
47211,34,34,37,34,37,500,176,35.199999999999996,F
47212,37,38,36,33,36,500,180,36.0,F
47213,33,34,35,37,34,500,173,34.599999999999994,F
47214,37,33,37,38,35,500,180,36.0,F
47215,38,34,38,36,33,500,179,35.8,F
47216,38,37,36,36,37,500,184,36.8,F
47217,37,35,35,37,35,500,179,35.8,F
47218,38,35,36,34,38,500,181,36.199999999999996,F
47219,36,33,37,35,33,500,174,34.8,F
47220,35,37,33,33,38,500,176,35.199999999999996,F
47221,37,35,33,35,35,500,175,35.0,F
47222,34,37,33,34,38,500,176,35.199999999999996,F
47223,33,33,38,35,36,500,175,35.0,F
47224,34,36,34,35,34,500,173,34.599999999999994,F
47225,38,35,38,34,35,500,180,36.0,F
47226,37,38,35,38,35,500,183,36.6,F
47227,35,33,38,36,37,500,179,35.8,F
47228,38,38,34,33,36,500,179,35.8,F
47229,38,38,38,37,38,500,189,37.8,F
47230,37,34,37,35,36,500,179,35.8,F
47231,36,35,38,33,37,500,179,35.8,F
47232,36,36,36,38,33,500,179,35.8,F
47233,38,38,37,34,35,500,182,36.4,F
47234,37,37,35,36,37,500,182,36.4,F
47235,38,38,37,33,35,500,181,36.199999999999996,F
47236,35,38,34,33,38,500,178,35.6,F
47237,36,37,37,34,34,500,178,35.6,F
47238,34,37,33,37,38,500,179,35.8,F
47239,38,34,36,34,34,500,176,35.199999999999996,F
47240,38,37,37,36,33,500,181,36.199999999999996,F
47241,34,35,33,35,36,500,173,34.599999999999994,F
47242,36,35,37,38,36,500,182,36.4,F
47243,35,37,36,34,33,500,175,35.0,F
47244,33,33,36,35,38,500,175,35.0,F
47245,35,35,34,38,33,500,175,35.0,F
47246,36,35,35,36,37,500,179,35.8,F
47247,38,37,36,38,38,500,187,37.4,F
47248,37,37,38,38,37,500,187,37.4,F
47249,37,38,34,37,35,500,181,36.199999999999996,F
47250,34,34,35,37,36,500,176,35.199999999999996,F
47251,34,35,36,33,38,500,176,35.199999999999996,F
47252,36,35,35,34,37,500,177,35.4,F
47253,36,34,38,37,37,500,182,36.4,F
47254,36,38,37,36,34,500,181,36.199999999999996,F
47255,38,37,37,36,36,500,184,36.8,F
47256,36,37,37,34,34,500,178,35.6,F
47257,38,34,38,37,37,500,184,36.8,F
47258,33,38,38,38,38,500,185,37.0,F
47259,37,35,34,36,38,500,180,36.0,F
47260,37,36,34,35,35,500,177,35.4,F
47261,37,34,38,36,34,500,179,35.8,F
47262,35,36,38,38,38,500,185,37.0,F
47263,36,38,36,36,37,500,183,36.6,F
47264,36,33,34,33,36,500,172,34.4,F
47265,38,34,34,34,37,500,177,35.4,F
47266,36,33,34,38,38,500,179,35.8,F
47267,35,38,36,38,34,500,181,36.199999999999996,F
47268,37,33,38,37,38,500,183,36.6,F
47269,36,35,34,37,36,500,178,35.6,F
47270,35,33,38,34,33,500,173,34.599999999999994,F
47271,33,38,34,33,38,500,176,35.199999999999996,F
47272,33,34,37,34,36,500,174,34.8,F
47273,33,37,36,33,35,500,174,34.8,F
47274,37,34,33,37,34,500,175,35.0,F
47275,34,35,34,37,38,500,178,35.6,F
47276,35,34,36,36,34,500,175,35.0,F
47277,37,33,38,36,35,500,179,35.8,F
47278,33,36,35,33,38,500,175,35.0,F
47279,36,34,35,37,33,500,175,35.0,F
47280,33,36,38,33,37,500,177,35.4,F
47281,36,37,36,34,35,500,178,35.6,F
47282,38,34,34,37,35,500,178,35.6,F
47283,35,38,34,33,36,500,176,35.199999999999996,F
47284,35,34,37,38,35,500,179,35.8,F
47285,34,33,38,37,33,500,175,35.0,F
47286,36,36,37,34,36,500,179,35.8,F
47287,34,34,34,37,37,500,176,35.199999999999996,F
47288,37,34,36,37,38,500,182,36.4,F
47289,36,38,38,36,33,500,181,36.199999999999996,F
47290,36,35,33,34,34,500,172,34.4,F
47291,38,36,36,36,36,500,182,36.4,F
47292,38,38,38,36,34,500,184,36.8,F
47293,36,36,36,34,37,500,179,35.8,F
47294,37,35,33,36,38,500,179,35.8,F
47295,38,34,36,35,36,500,179,35.8,F
47296,36,36,36,33,35,500,176,35.199999999999996,F
47297,34,34,35,37,37,500,177,35.4,F
47298,38,38,33,36,34,500,179,35.8,F
47299,37,35,34,37,38,500,181,36.199999999999996,F
47300,33,36,34,38,33,500,174,34.8,F
47301,37,35,38,34,38,500,182,36.4,F
47302,34,33,37,34,33,500,171,34.2,F
47303,33,36,36,35,34,500,174,34.8,F
47304,34,34,33,36,37,500,174,34.8,F
47305,35,35,34,38,37,500,179,35.8,F
47306,36,34,37,38,34,500,179,35.8,F
47307,35,38,33,36,34,500,176,35.199999999999996,F
47308,38,33,36,34,36,500,177,35.4,F
47309,34,37,35,37,37,500,180,36.0,F
47310,37,34,33,38,38,500,180,36.0,F
47311,34,34,33,37,38,500,176,35.199999999999996,F
47312,35,33,33,33,35,500,169,33.800000000000004,F
47313,36,38,35,34,33,500,176,35.199999999999996,F
47314,33,33,34,37,35,500,172,34.4,F
47315,35,37,38,33,34,500,177,35.4,F
47316,36,36,38,36,38,500,184,36.8,F
47317,36,36,37,36,33,500,178,35.6,F
47318,33,33,35,33,37,500,171,34.2,F
47319,37,38,35,33,37,500,180,36.0,F
47320,38,36,35,37,36,500,182,36.4,F
47321,36,35,34,37,36,500,178,35.6,F
47322,35,33,35,36,38,500,177,35.4,F
47323,34,33,33,33,33,500,166,33.2,F
47324,36,35,37,33,33,500,174,34.8,F
47325,35,33,37,38,38,500,181,36.199999999999996,F
47326,34,38,38,37,33,500,180,36.0,F
47327,38,33,36,33,37,500,177,35.4,F
47328,34,38,37,34,33,500,176,35.199999999999996,F
47329,37,35,34,35,38,500,179,35.8,F
47330,36,36,37,33,35,500,177,35.4,F
47331,38,37,38,36,38,500,187,37.4,F
47332,36,33,35,37,34,500,175,35.0,F
47333,36,33,34,35,34,500,172,34.4,F
47334,38,34,35,36,37,500,180,36.0,F
47335,36,38,34,37,34,500,179,35.8,F
47336,33,35,34,34,37,500,173,34.599999999999994,F
47337,37,36,36,34,35,500,178,35.6,F
47338,35,36,38,35,34,500,178,35.6,F
47339,36,33,38,36,38,500,181,36.199999999999996,F
47340,33,35,38,38,34,500,178,35.6,F
47341,33,35,35,33,36,500,172,34.4,F
47342,35,35,36,35,34,500,175,35.0,F
47343,36,35,38,37,38,500,184,36.8,F
47344,33,34,36,35,37,500,175,35.0,F
47345,35,36,36,38,36,500,181,36.199999999999996,F
47346,34,33,33,36,34,500,170,34.0,F
47347,38,37,35,38,33,500,181,36.199999999999996,F
47348,34,37,36,36,34,500,177,35.4,F
47349,35,35,38,35,34,500,177,35.4,F
47350,35,36,33,35,33,500,172,34.4,F
47351,36,36,34,38,38,500,182,36.4,F
47352,35,38,36,33,34,500,176,35.199999999999996,F
47353,35,33,37,36,36,500,177,35.4,F
47354,35,34,34,35,33,500,171,34.2,F
47355,38,35,33,33,35,500,174,34.8,F
47356,34,37,34,34,37,500,176,35.199999999999996,F
47357,33,36,37,33,36,500,175,35.0,F
47358,36,33,37,36,35,500,177,35.4,F
47359,38,37,33,35,34,500,177,35.4,F
47360,36,34,38,35,37,500,180,36.0,F
47361,34,37,34,33,35,500,173,34.599999999999994,F
47362,37,33,38,36,33,500,177,35.4,F
47363,38,38,34,37,36,500,183,36.6,F
47364,35,36,33,34,37,500,175,35.0,F
47365,33,34,36,37,35,500,175,35.0,F
47366,38,38,36,35,38,500,185,37.0,F
47367,35,38,34,35,37,500,179,35.8,F
47368,38,38,33,36,36,500,181,36.199999999999996,F
47369,35,35,36,34,38,500,178,35.6,F
47370,36,35,35,37,36,500,179,35.8,F
47371,36,33,34,33,36,500,172,34.4,F
47372,33,35,38,33,35,500,174,34.8,F
47373,38,35,33,36,37,500,179,35.8,F
47374,38,34,35,37,34,500,178,35.6,F
47375,33,33,38,36,34,500,174,34.8,F
47376,36,34,34,34,37,500,175,35.0,F
47377,37,38,33,36,34,500,178,35.6,F
47378,34,37,36,36,36,500,179,35.8,F
47379,33,35,34,38,33,500,173,34.599999999999994,F
47380,34,37,38,36,36,500,181,36.199999999999996,F
47381,36,38,36,33,38,500,181,36.199999999999996,F
47382,35,37,36,33,37,500,178,35.6,F
47383,36,35,34,34,37,500,176,35.199999999999996,F
47384,37,34,34,33,34,500,172,34.4,F
47385,35,35,35,33,38,500,176,35.199999999999996,F
47386,34,38,37,37,35,500,181,36.199999999999996,F
47387,35,33,36,36,35,500,175,35.0,F
47388,38,36,36,37,37,500,184,36.8,F
47389,38,34,33,36,36,500,177,35.4,F
47390,37,38,35,36,37,500,183,36.6,F
47391,34,35,37,35,38,500,179,35.8,F
47392,36,36,38,35,34,500,179,35.8,F
47393,38,33,33,38,34,500,176,35.199999999999996,F
47394,35,34,33,38,37,500,177,35.4,F
47395,37,33,35,35,36,500,176,35.199999999999996,F
47396,35,34,37,33,34,500,173,34.599999999999994,F
47397,34,37,33,33,34,500,171,34.2,F
47398,36,37,36,33,34,500,176,35.199999999999996,F
47399,36,37,38,38,36,500,185,37.0,F
47400,36,37,37,35,38,500,183,36.6,F
47401,37,35,33,38,37,500,180,36.0,F
47402,35,36,33,33,36,500,173,34.599999999999994,F
47403,35,36,37,35,33,500,176,35.199999999999996,F
47404,35,36,37,35,38,500,181,36.199999999999996,F
47405,37,34,38,37,35,500,181,36.199999999999996,F
47406,33,34,33,37,35,500,172,34.4,F
47407,35,36,38,33,35,500,177,35.4,F
47408,33,36,38,36,35,500,178,35.6,F
47409,35,33,38,36,38,500,180,36.0,F
47410,38,34,36,37,35,500,180,36.0,F
47411,36,38,33,35,33,500,175,35.0,F
47412,34,37,34,35,34,500,174,34.8,F
47413,34,35,34,33,36,500,172,34.4,F
47414,37,38,36,36,36,500,183,36.6,F
47415,34,37,38,35,33,500,177,35.4,F
47416,37,35,34,37,35,500,178,35.6,F
47417,38,36,38,34,34,500,180,36.0,F
47418,35,34,36,37,34,500,176,35.199999999999996,F
47419,34,34,38,38,35,500,179,35.8,F
47420,33,33,33,36,34,500,169,33.800000000000004,F
47421,33,34,38,37,38,500,180,36.0,F
47422,35,35,35,37,34,500,176,35.199999999999996,F
47423,33,34,37,35,38,500,177,35.4,F
47424,36,36,37,38,35,500,182,36.4,F
47425,34,36,33,36,37,500,176,35.199999999999996,F
47426,36,35,36,36,34,500,177,35.4,F
47427,34,36,38,34,33,500,175,35.0,F
47428,37,38,37,35,35,500,182,36.4,F
47429,38,38,35,35,35,500,181,36.199999999999996,F
47430,35,35,35,38,37,500,180,36.0,F
47431,38,38,37,35,36,500,184,36.8,F
47432,36,34,33,33,35,500,171,34.2,F
47433,38,35,33,34,34,500,174,34.8,F
47434,36,36,34,37,34,500,177,35.4,F
47435,33,37,33,36,36,500,175,35.0,F
47436,33,38,33,33,33,500,170,34.0,F
47437,35,36,34,37,34,500,176,35.199999999999996,F
47438,38,33,38,38,33,500,180,36.0,F
47439,33,37,33,37,34,500,174,34.8,F
47440,36,35,33,34,34,500,172,34.4,F
47441,36,33,35,34,33,500,171,34.2,F
47442,35,35,37,37,35,500,179,35.8,F
47443,38,34,35,34,34,500,175,35.0,F
47444,34,35,38,38,36,500,181,36.199999999999996,F
47445,35,37,34,38,38,500,182,36.4,F
47446,35,35,37,35,36,500,178,35.6,F
47447,34,33,34,36,37,500,174,34.8,F
47448,35,34,37,36,37,500,179,35.8,F
47449,36,35,33,34,34,500,172,34.4,F
47450,36,35,35,37,33,500,176,35.199999999999996,F
47451,37,33,38,36,33,500,177,35.4,F
47452,36,37,34,36,36,500,179,35.8,F
47453,34,37,36,35,33,500,175,35.0,F
47454,33,34,38,35,36,500,176,35.199999999999996,F
47455,37,36,33,34,36,500,176,35.199999999999996,F
47456,34,36,34,38,37,500,179,35.8,F
47457,34,36,38,38,34,500,180,36.0,F
47458,33,37,33,33,35,500,171,34.2,F
47459,38,38,35,33,38,500,182,36.4,F
47460,38,37,36,37,35,500,183,36.6,F
47461,34,36,35,33,37,500,175,35.0,F
47462,38,34,36,38,34,500,180,36.0,F
47463,37,33,36,38,37,500,181,36.199999999999996,F
47464,37,38,36,35,34,500,180,36.0,F
47465,38,33,35,34,37,500,177,35.4,F
47466,35,37,33,38,35,500,178,35.6,F
47467,35,38,33,36,37,500,179,35.8,F
47468,36,37,37,38,37,500,185,37.0,F
47469,34,36,33,35,34,500,172,34.4,F
47470,33,34,37,38,35,500,177,35.4,F
47471,37,38,37,33,38,500,183,36.6,F
47472,35,36,35,34,35,500,175,35.0,F
47473,35,37,35,38,33,500,178,35.6,F
47474,34,37,33,33,37,500,174,34.8,F
47475,38,38,38,38,37,500,189,37.8,F
47476,37,37,33,34,35,500,176,35.199999999999996,F
47477,37,38,33,38,33,500,179,35.8,F
47478,36,35,36,36,34,500,177,35.4,F
47479,33,38,35,35,34,500,175,35.0,F
47480,36,34,35,35,36,500,176,35.199999999999996,F
47481,34,35,36,37,38,500,180,36.0,F
47482,37,38,36,34,35,500,180,36.0,F
47483,34,38,33,38,35,500,178,35.6,F
47484,38,33,36,38,34,500,179,35.8,F
47485,34,36,34,34,36,500,174,34.8,F
47486,38,38,38,35,33,500,182,36.4,F
47487,34,36,36,35,34,500,175,35.0,F
47488,33,36,38,38,36,500,181,36.199999999999996,F
47489,36,34,36,33,35,500,174,34.8,F
47490,37,37,35,34,37,500,180,36.0,F
47491,36,36,38,34,37,500,181,36.199999999999996,F
47492,37,33,36,35,33,500,174,34.8,F
47493,38,34,37,36,35,500,180,36.0,F
47494,34,37,34,36,34,500,175,35.0,F
47495,33,33,35,38,35,500,174,34.8,F
47496,37,34,37,36,36,500,180,36.0,F
47497,33,38,33,35,35,500,174,34.8,F
47498,33,37,38,37,35,500,180,36.0,F
47499,33,38,34,36,37,500,178,35.6,F
47500,34,35,34,35,38,500,176,35.199999999999996,F
47501,36,34,34,33,38,500,175,35.0,F
47502,37,37,33,33,37,500,177,35.4,F
47503,34,37,37,37,35,500,180,36.0,F
47504,33,36,33,36,33,500,171,34.2,F
47505,37,37,37,37,34,500,182,36.4,F
47506,34,38,37,38,36,500,183,36.6,F
47507,37,38,37,35,38,500,185,37.0,F
47508,35,36,35,34,38,500,178,35.6,F
47509,35,33,34,35,36,500,173,34.599999999999994,F
47510,36,34,33,37,36,500,176,35.199999999999996,F
47511,36,36,36,33,37,500,178,35.6,F
47512,33,37,35,38,37,500,180,36.0,F
47513,34,36,37,38,36,500,181,36.199999999999996,F
47514,35,33,37,37,36,500,178,35.6,F
47515,36,33,37,36,37,500,179,35.8,F
47516,36,35,37,36,37,500,181,36.199999999999996,F
47517,34,37,38,38,37,500,184,36.8,F
47518,34,33,35,35,37,500,174,34.8,F
47519,38,34,34,33,37,500,176,35.199999999999996,F
47520,37,35,34,36,34,500,176,35.199999999999996,F
47521,37,35,38,34,33,500,177,35.4,F
47522,37,38,34,36,36,500,181,36.199999999999996,F
47523,34,36,34,35,33,500,172,34.4,F
47524,37,38,36,35,38,500,184,36.8,F
47525,34,33,33,37,35,500,172,34.4,F
47526,35,36,38,35,35,500,179,35.8,F
47527,36,33,37,35,36,500,177,35.4,F
47528,37,38,35,38,38,500,186,37.2,F
47529,34,37,35,35,33,500,174,34.8,F
47530,34,35,33,38,34,500,174,34.8,F
47531,36,36,36,34,33,500,175,35.0,F
47532,33,36,33,35,38,500,175,35.0,F
47533,36,33,37,35,34,500,175,35.0,F
47534,34,34,33,35,36,500,172,34.4,F
47535,35,36,36,34,36,500,177,35.4,F
47536,33,33,37,34,34,500,171,34.2,F
47537,38,36,35,36,35,500,180,36.0,F
47538,38,33,37,37,37,500,182,36.4,F
47539,38,38,38,35,33,500,182,36.4,F
47540,34,38,34,38,38,500,182,36.4,F
47541,37,34,36,34,34,500,175,35.0,F
47542,35,35,34,35,38,500,177,35.4,F
47543,38,35,33,36,38,500,180,36.0,F
47544,36,36,35,35,33,500,175,35.0,F
47545,35,38,37,36,33,500,179,35.8,F
47546,36,38,38,33,36,500,181,36.199999999999996,F
47547,33,33,36,37,38,500,177,35.4,F
47548,34,34,38,34,35,500,175,35.0,F
47549,34,37,34,38,38,500,181,36.199999999999996,F
47550,33,38,34,35,38,500,178,35.6,F
47551,33,34,37,37,37,500,178,35.6,F
47552,36,34,33,33,37,500,173,34.599999999999994,F
47553,37,36,35,38,37,500,183,36.6,F
47554,37,34,36,33,35,500,175,35.0,F
47555,38,34,35,36,33,500,176,35.199999999999996,F
47556,33,33,36,36,37,500,175,35.0,F
47557,37,34,38,35,37,500,181,36.199999999999996,F
47558,33,36,37,36,37,500,179,35.8,F
47559,34,34,36,33,34,500,171,34.2,F
47560,33,38,34,37,34,500,176,35.199999999999996,F
47561,35,35,38,38,36,500,182,36.4,F
47562,35,35,34,35,34,500,173,34.599999999999994,F
47563,36,34,38,34,36,500,178,35.6,F
47564,35,36,37,35,37,500,180,36.0,F
47565,36,35,36,37,35,500,179,35.8,F
47566,36,37,33,35,34,500,175,35.0,F
47567,37,38,33,37,34,500,179,35.8,F
47568,36,36,36,35,34,500,177,35.4,F
47569,34,33,35,37,33,500,172,34.4,F
47570,34,34,34,36,33,500,171,34.2,F
47571,33,37,33,35,35,500,173,34.599999999999994,F
47572,37,36,33,37,34,500,177,35.4,F
47573,35,35,36,36,36,500,178,35.6,F
47574,35,35,38,35,38,500,181,36.199999999999996,F
47575,33,38,37,35,36,500,179,35.8,F
47576,37,36,33,36,33,500,175,35.0,F
47577,34,36,35,33,35,500,173,34.599999999999994,F
47578,35,33,36,37,34,500,175,35.0,F
47579,35,34,34,34,35,500,172,34.4,F
47580,37,33,33,37,35,500,175,35.0,F
47581,33,37,37,36,34,500,177,35.4,F
47582,37,35,34,37,36,500,179,35.8,F
47583,33,36,34,36,34,500,173,34.599999999999994,F
47584,34,33,33,37,34,500,171,34.2,F
47585,33,34,37,35,34,500,173,34.599999999999994,F
47586,34,38,33,35,36,500,176,35.199999999999996,F
47587,38,33,38,36,35,500,180,36.0,F
47588,35,38,34,35,35,500,177,35.4,F
47589,37,38,35,35,36,500,181,36.199999999999996,F
47590,33,34,37,34,33,500,171,34.2,F
47591,33,37,33,33,33,500,169,33.800000000000004,F
47592,34,35,36,35,33,500,173,34.599999999999994,F
47593,35,34,33,36,38,500,176,35.199999999999996,F
47594,33,33,38,33,37,500,174,34.8,F
47595,35,33,34,36,38,500,176,35.199999999999996,F
47596,33,37,38,35,37,500,180,36.0,F
47597,37,34,35,37,37,500,180,36.0,F
47598,37,33,34,37,34,500,175,35.0,F
47599,37,36,38,35,38,500,184,36.8,F
47600,33,36,38,35,35,500,177,35.4,F
47601,38,38,36,33,38,500,183,36.6,F
47602,36,38,33,38,33,500,178,35.6,F
47603,33,38,38,33,37,500,179,35.8,F
47604,36,35,37,35,38,500,181,36.199999999999996,F
47605,38,38,35,38,36,500,185,37.0,F
47606,36,36,37,33,36,500,178,35.6,F
47607,34,37,37,36,37,500,181,36.199999999999996,F
47608,34,34,34,37,36,500,175,35.0,F
47609,37,36,36,34,35,500,178,35.6,F
47610,36,34,37,35,38,500,180,36.0,F
47611,33,37,35,35,34,500,174,34.8,F
47612,36,37,36,33,33,500,175,35.0,F
47613,33,38,38,38,38,500,185,37.0,F
47614,35,38,38,35,36,500,182,36.4,F
47615,33,38,38,35,37,500,181,36.199999999999996,F
47616,38,34,35,34,36,500,177,35.4,F
47617,38,38,34,37,37,500,184,36.8,F
47618,33,36,36,35,36,500,176,35.199999999999996,F
